filing_id,company_id,ticker,company_name,form_type,filing_date,report_date,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,revenue_usd,revenue_usd_concept_id,revenue_usd_unit_id,revenue_usd_period_start,revenue_usd_period_end,assets_usd,assets_usd_concept_id,assets_usd_unit_id,assets_usd_period_start,assets_usd_period_end,liabilities_usd,liabilities_usd_concept_id,liabilities_usd_unit_id,liabilities_usd_period_start,liabilities_usd_period_end,net_income_usd,net_income_usd_concept_id,net_income_usd_unit_id,net_income_usd_period_start,net_income_usd_period_end,operating_cash_flow_usd,operating_cash_flow_usd_concept_id,operating_cash_flow_usd_unit_id,operating_cash_flow_usd_period_start,operating_cash_flow_usd_period_end,investing_cash_flow_usd,investing_cash_flow_usd_concept_id,investing_cash_flow_usd_unit_id,investing_cash_flow_usd_period_start,investing_cash_flow_usd_period_end,financing_cash_flow_usd,financing_cash_flow_usd_concept_id,financing_cash_flow_usd_unit_id,financing_cash_flow_usd_period_start,financing_cash_flow_usd_period_end,shares_outstanding,shares_outstanding_concept_id,shares_outstanding_unit_id,shares_outstanding_period_start,shares_outstanding_period_end,market_cap_usd,market_cap_usd_concept_id,market_cap_usd_unit_id,market_cap_usd_period_start,market_cap_usd_period_end
000001961722000319,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2022-05-03,2022-03-31,2022,Q1,1,6021,National Commercial Banks,DE,,,USD,,,3954687000000,us-gaap:Assets,USD,,2022-03-31,3668788000000,us-gaap:Liabilities,USD,,2022-03-31,8282000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-03-31,-41917000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-03-31,-72608000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-03-31,132772000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-03-31,2937050466,dei:EntityCommonStockSharesOutstanding,shares,,2022-03-31,,,USD,,
000001961722000422,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2022-08-03,2022-06-30,2022,Q2,2,6021,National Commercial Banks,DE,,,USD,,,3841314000000,us-gaap:Assets,USD,,2022-06-30,3555171000000,us-gaap:Liabilities,USD,,2022-06-30,16931000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-06-30,24101000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-06-30,-125811000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-06-30,48970000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-06-30,2932572390,dei:EntityCommonStockSharesOutstanding,shares,,2022-06-30,,,USD,,
000001961722000492,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2022-11-03,2022-09-30,2022,Q3,3,6021,National Commercial Banks,DE,,,USD,,,3773884000000,us-gaap:Assets,USD,,2022-09-30,3485866000000,us-gaap:Liabilities,USD,,2022-09-30,26668000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-09-30,5897000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-09-30,-86289000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-09-30,16087000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-09-30,2933204888,dei:EntityCommonStockSharesOutstanding,shares,,2022-09-30,,,USD,,
000001961723000231,0000019617,JPM,JPMORGAN CHASE & CO,10-K,2023-02-21,2022-12-31,2022,FY,4,6021,National Commercial Banks,DE,128695000000,us-gaap:Revenues,USD,2022-01-01,2022-12-31,3665743000000,us-gaap:Assets,USD,,2022-12-31,3373411000000,us-gaap:Liabilities,USD,,2022-12-31,37676000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-12-31,107119000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-12-31,-137819000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-12-31,-126257000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-12-31,2943355459,dei:EntityCommonStockSharesOutstanding,shares,,2023-01-31,,,USD,,
000001961723000310,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2023-05-03,2023-03-31,2023,Q1,1,6021,National Commercial Banks,DE,,,USD,,,3744305000000,us-gaap:Assets,USD,,2023-03-31,3441223000000,us-gaap:Liabilities,USD,,2023-03-31,12622000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-03-31,-111241000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-03-31,23794000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-03-31,64557000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-03-31,2922288509,dei:EntityCommonStockSharesOutstanding,shares,,2023-03-31,,,USD,,
000001961723000432,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2023-08-03,2023-06-30,2023,Q2,2,6021,National Commercial Banks,DE,,,USD,,,3868240000000,us-gaap:Assets,USD,,2023-06-30,3555724000000,us-gaap:Liabilities,USD,,2023-06-30,27094000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-06-30,-92376000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-06-30,5551000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-06-30,14642000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-06-30,2906085273,dei:EntityCommonStockSharesOutstanding,shares,,2023-06-30,,,USD,,
000001961723000524,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2023-11-01,2023-09-30,2023,Q3,3,6021,National Commercial Banks,DE,,,USD,,,3898333000000,us-gaap:Assets,USD,,2023-09-30,3580962000000,us-gaap:Liabilities,USD,,2023-09-30,40245000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-09-30,-47257000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-09-30,-12239000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-09-30,10326000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-09-30,2891008341,dei:EntityCommonStockSharesOutstanding,shares,,2023-09-30,,,USD,,
000001961724000225,0000019617,JPM,JPMORGAN CHASE & CO,10-K,2024-02-16,2023-12-31,2023,FY,4,6021,National Commercial Banks,DE,158104000000,us-gaap:Revenues,USD,2023-01-01,2023-12-31,3875393000000,us-gaap:Assets,USD,,2023-12-31,3547515000000,us-gaap:Liabilities,USD,,2023-12-31,49552000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-12-31,12974000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-12-31,67643000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-12-31,-25571000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-12-31,2880371498,dei:EntityCommonStockSharesOutstanding,shares,,2024-01-31,,,USD,,
000001961724000326,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2024-05-01,2024-03-31,2024,Q1,1,6021,National Commercial Banks,DE,,,USD,,,4090727000000,us-gaap:Assets,USD,,2024-03-31,3754090000000,us-gaap:Liabilities,USD,,2024-03-31,13419000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-03-31,-154158000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-43379000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,141168000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,2871667879,dei:EntityCommonStockSharesOutstanding,shares,,2024-03-31,,,USD,,
000001961724000453,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2024-08-02,2024-06-30,2024,Q2,2,6021,National Commercial Banks,DE,,,USD,,,4143003000000,us-gaap:Assets,USD,,2024-06-30,3802451000000,us-gaap:Liabilities,USD,,2024-06-30,31568000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-06-30,-115689000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-137618000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,168406000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,2845164727,dei:EntityCommonStockSharesOutstanding,shares,,2024-06-30,,,USD,,
000001961724000611,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2024-10-30,2024-09-30,2024,Q3,3,6021,National Commercial Banks,DE,,,USD,,,4210048000000,us-gaap:Assets,USD,,2024-09-30,3864212000000,us-gaap:Liabilities,USD,,2024-09-30,44466000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-09-30,-189770000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-30,-181023000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-30,179152000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-30,2815340422,dei:EntityCommonStockSharesOutstanding,shares,,2024-09-30,,,USD,,
000001961725000270,0000019617,JPM,JPMORGAN CHASE & CO,10-K,2025-02-14,2024-12-31,2024,FY,4,6021,National Commercial Banks,DE,177556000000,us-gaap:Revenues,USD,2024-01-01,2024-12-31,4002814000000,us-gaap:Assets,USD,,2024-12-31,3658056000000,us-gaap:Liabilities,USD,,2024-12-31,58471000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-12-31,-42012000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-31,-163403000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-31,63447000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-31,2796106099,dei:EntityCommonStockSharesOutstanding,shares,,2025-01-31,,,USD,,
000001961725000421,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2025-05-01,2025-03-31,2025,Q1,1,6021,National Commercial Banks,DE,,,USD,,,4357856000000,us-gaap:Assets,USD,,2025-03-31,4006436000000,us-gaap:Liabilities,USD,,2025-03-31,14643000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-03-31,-251839000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-03-31,-118076000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-03-31,318059000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-03-31,2779094488,dei:EntityCommonStockSharesOutstanding,shares,,2025-03-31,,,USD,,
000001961725000615,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2025-08-05,2025-06-30,2025,Q2,2,6021,National Commercial Banks,DE,,,USD,,,4552482000000,us-gaap:Assets,USD,,2025-06-30,4195558000000,us-gaap:Liabilities,USD,,2025-06-30,29630000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-06-30,-222292000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-06-30,-291136000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-06-30,440863000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-06-30,2749753854,dei:EntityCommonStockSharesOutstanding,shares,,2025-06-30,,,USD,,
000162828025048859,0000019617,JPM,JPMORGAN CHASE & CO,10-Q,2025-11-04,2025-09-30,2025,Q3,3,6021,National Commercial Banks,DE,,,USD,,,4560205000000,us-gaap:Assets,USD,,2025-09-30,4199993000000,us-gaap:Liabilities,USD,,2025-09-30,44023000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-09-30,-267506000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-09-30,-312447000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-09-30,393090000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-09-30,2722262295,dei:EntityCommonStockSharesOutstanding,shares,,2025-09-30,,,USD,,
000003408822000011,0000034088,XOM,EXXON MOBIL CORP,10-K,2022-02-23,2021-12-31,2021,FY,4,2911,Petroleum Refining,NJ,285640000000,us-gaap:Revenues,USD,2021-01-01,2021-12-31,338923000000,us-gaap:Assets,USD,,2021-12-31,163240000000,us-gaap:Liabilities,USD,,2021-12-31,23598000000,us-gaap:ProfitLoss,USD,2021-01-01,2021-12-31,48129000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-01,2021-12-31,-10235000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-01,2021-12-31,-35423000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-01,2021-12-31,4233592429,dei:EntityCommonStockSharesOutstanding,shares,,2022-01-31,,,USD,,
000003408822000026,0000034088,XOM,EXXON MOBIL CORP,10-Q,2022-05-04,2022-03-31,2022,Q1,1,2911,Petroleum Refining,NJ,90500000000,us-gaap:Revenues,USD,2022-01-01,2022-03-31,354771000000,us-gaap:Assets,USD,,2022-03-31,178245000000,us-gaap:Liabilities,USD,,2022-03-31,5750000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-03-31,14788000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-03-31,-3945000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-03-31,-6713000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-03-31,4212543236,dei:EntityCommonStockSharesOutstanding,shares,,2022-03-31,,,USD,,
000003408822000051,0000034088,XOM,EXXON MOBIL CORP,10-Q,2022-08-03,2022-06-30,2022,Q2,2,2911,Petroleum Refining,NJ,206181000000,us-gaap:Revenues,USD,2022-01-01,2022-06-30,367774000000,us-gaap:Assets,USD,,2022-06-30,183266000000,us-gaap:Liabilities,USD,,2022-06-30,24324000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-06-30,34751000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-06-30,-7009000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-06-30,-15384000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-06-30,4167636295,dei:EntityCommonStockSharesOutstanding,shares,,2022-06-30,,,USD,,
000003408822000064,0000034088,XOM,EXXON MOBIL CORP,10-Q,2022-11-02,2022-09-30,2022,Q3,3,2911,Petroleum Refining,NJ,318251000000,us-gaap:Revenues,USD,2022-01-01,2022-09-30,370152000000,us-gaap:Assets,USD,,2022-09-30,177109000000,us-gaap:Liabilities,USD,,2022-09-30,44522000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-09-30,59176000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-09-30,-9387000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-09-30,-25177000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-09-30,4118293421,dei:EntityCommonStockSharesOutstanding,shares,,2022-09-30,,,USD,,
000003408823000020,0000034088,XOM,EXXON MOBIL CORP,10-K,2023-02-22,2022-12-31,2022,FY,4,2911,Petroleum Refining,NJ,413680000000,us-gaap:Revenues,USD,2022-01-01,2022-12-31,369067000000,us-gaap:Assets,USD,,2022-12-31,166594000000,us-gaap:Liabilities,USD,,2022-12-31,57577000000,us-gaap:ProfitLoss,USD,2022-01-01,2022-12-31,76797000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-12-31,-14742000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-12-31,-39114000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-12-31,4070984988,dei:EntityCommonStockSharesOutstanding,shares,,2023-01-31,,,USD,,
000003408823000030,0000034088,XOM,EXXON MOBIL CORP,10-Q,2023-05-02,2023-03-31,2023,Q1,1,2911,Petroleum Refining,NJ,86564000000,us-gaap:Revenues,USD,2023-01-01,2023-03-31,369371000000,us-gaap:Assets,USD,,2023-03-31,162957000000,us-gaap:Liabilities,USD,,2023-03-31,11843000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-03-31,16341000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-03-31,-4925000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-03-31,-8507000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-03-31,4042984946,dei:EntityCommonStockSharesOutstanding,shares,,2023-03-31,,,USD,,
000003408823000048,0000034088,XOM,EXXON MOBIL CORP,10-Q,2023-08-01,2023-06-30,2023,Q2,2,2911,Petroleum Refining,NJ,169478000000,us-gaap:Revenues,USD,2023-01-01,2023-06-30,363248000000,us-gaap:Assets,USD,,2023-06-30,156251000000,us-gaap:Liabilities,USD,,2023-06-30,19996000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-06-30,25724000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-06-30,-9281000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-06-30,-16683000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-06-30,4003192787,dei:EntityCommonStockSharesOutstanding,shares,,2023-06-30,,,USD,,
000003408823000056,0000034088,XOM,EXXON MOBIL CORP,10-Q,2023-10-31,2023-09-30,2023,Q3,3,2911,Petroleum Refining,NJ,260238000000,us-gaap:Revenues,USD,2023-01-01,2023-09-30,372259000000,us-gaap:Assets,USD,,2023-09-30,164726000000,us-gaap:Liabilities,USD,,2023-09-30,29342000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-09-30,41687000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-09-30,-13560000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-09-30,-24742000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-09-30,3962917886,dei:EntityCommonStockSharesOutstanding,shares,,2023-09-30,,,USD,,
000003408824000018,0000034088,XOM,EXXON MOBIL CORP,10-K,2024-02-28,2023-12-31,2023,FY,4,2911,Petroleum Refining,NJ,344582000000,us-gaap:Revenues,USD,2023-01-01,2023-12-31,376317000000,us-gaap:Assets,USD,,2023-12-31,163779000000,us-gaap:Liabilities,USD,,2023-12-31,37354000000,us-gaap:ProfitLoss,USD,2023-01-01,2023-12-31,55369000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-12-31,-19274000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-12-31,-34297000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-12-31,3967844307,dei:EntityCommonStockSharesOutstanding,shares,,2024-01-31,,,USD,,
000003408824000029,0000034088,XOM,EXXON MOBIL CORP,10-Q,2024-04-29,2024-03-31,2024,Q1,1,2911,Petroleum Refining,NJ,83083000000,us-gaap:Revenues,USD,2024-01-01,2024-03-31,377918000000,us-gaap:Assets,USD,,2024-03-31,164866000000,us-gaap:Liabilities,USD,,2024-03-31,8566000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-03-31,14664000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-4577000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,-7982000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,3943006866,dei:EntityCommonStockSharesOutstanding,shares,,2024-03-31,,,USD,,
000003408824000050,0000034088,XOM,EXXON MOBIL CORP,10-Q,2024-08-05,2024-06-30,2024,Q2,2,2911,Petroleum Refining,NJ,176143000000,us-gaap:Revenues,USD,2024-01-01,2024-06-30,460707000000,us-gaap:Assets,USD,,2024-06-30,184441000000,us-gaap:Liabilities,USD,,2024-06-30,18137000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-06-30,25224000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-9446000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,-20540000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,4442826580,dei:EntityCommonStockSharesOutstanding,shares,,2024-06-30,,,USD,,
000003408824000068,0000034088,XOM,EXXON MOBIL CORP,10-Q,2024-11-04,2024-09-30,2024,Q3,3,2911,Petroleum Refining,NJ,266159000000,us-gaap:Revenues,USD,2024-01-01,2024-09-30,461916000000,us-gaap:Assets,USD,,2024-09-30,185516000000,us-gaap:Liabilities,USD,,2024-09-30,27108000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-09-30,42793000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-30,-15686000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-30,-31646000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-30,4395094536,dei:EntityCommonStockSharesOutstanding,shares,,2024-09-30,,,USD,,
000003408825000010,0000034088,XOM,EXXON MOBIL CORP,10-K,2025-02-19,2024-12-31,2024,FY,4,2911,Petroleum Refining,NJ,349585000000,us-gaap:Revenues,USD,2024-01-01,2024-12-31,453475000000,us-gaap:Assets,USD,,2024-12-31,182869000000,us-gaap:Liabilities,USD,,2024-12-31,35063000000,us-gaap:ProfitLoss,USD,2024-01-01,2024-12-31,55022000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-31,-19938000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-31,-42789000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-31,4339143313,dei:EntityCommonStockSharesOutstanding,shares,,2025-01-31,,,USD,,
000003408825000024,0000034088,XOM,EXXON MOBIL CORP,10-Q,2025-05-05,2025-03-31,2025,Q1,1,2911,Petroleum Refining,NJ,83130000000,us-gaap:Revenues,USD,2025-01-01,2025-03-31,451908000000,us-gaap:Assets,USD,,2025-03-31,182102000000,us-gaap:Liabilities,USD,,2025-03-31,8033000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-03-31,12953000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-03-31,-4135000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-03-31,-13579000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-03-31,4309638821,dei:EntityCommonStockSharesOutstanding,shares,,2025-03-31,,,USD,,
000003408825000042,0000034088,XOM,EXXON MOBIL CORP,10-Q,2025-08-04,2025-06-30,2025,Q2,2,2911,Petroleum Refining,NJ,164636000000,us-gaap:Revenues,USD,2025-01-01,2025-06-30,447597000000,us-gaap:Assets,USD,,2025-06-30,177635000000,us-gaap:Liabilities,USD,,2025-06-30,15387000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-06-30,24503000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-06-30,-10315000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-06-30,-22264000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-06-30,4263247021,dei:EntityCommonStockSharesOutstanding,shares,,2025-06-30,,,USD,,
000003408825000061,0000034088,XOM,EXXON MOBIL CORP,10-Q,2025-11-03,2025-09-30,2025,Q3,3,2911,Petroleum Refining,NJ,249930000000,us-gaap:Revenues,USD,2025-01-01,2025-09-30,454340000000,us-gaap:Assets,USD,,2025-09-30,186117000000,us-gaap:Liabilities,USD,,2025-09-30,23155000000,us-gaap:ProfitLoss,USD,2025-01-01,2025-09-30,39291000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-09-30,-18794000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-09-30,-30347000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-09-30,4217165614,dei:EntityCommonStockSharesOutstanding,shares,,2025-09-30,,,USD,,
000020040622000022,0000200406,JNJ,JOHNSON & JOHNSON,10-K,2022-02-17,2022-01-02,2021,FY,4,2834,Pharmaceutical Preparations,NJ,93775000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-01-04,2022-01-02,182018000000,us-gaap:Assets,USD,,2022-01-02,107995000000,us-gaap:Liabilities,USD,,2022-01-02,20878000000,us-gaap:NetIncomeLoss,USD,2021-01-04,2022-01-02,23410000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-04,2022-01-02,-8683000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-04,2022-01-02,-14047000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-04,2022-01-02,2629268158,dei:EntityCommonStockSharesOutstanding,shares,,2022-02-10,,,USD,,
000020040622000048,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2022-04-29,2022-04-03,2022,Q1,1,2834,Pharmaceutical Preparations,NJ,23426000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-03,2022-04-03,178355000000,us-gaap:Assets,USD,,2022-04-03,103646000000,us-gaap:Liabilities,USD,,2022-04-03,5149000000,us-gaap:NetIncomeLoss,USD,2022-01-03,2022-04-03,3979000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-03,2022-04-03,-3634000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-03,2022-04-03,-4385000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-03,2022-04-03,2631401804,dei:EntityCommonStockSharesOutstanding,shares,,2022-04-22,,,USD,,
000020040622000071,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2022-07-29,2022-07-03,2022,Q2,2,2834,Pharmaceutical Preparations,NJ,47446000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-03,2022-07-03,177724000000,us-gaap:Assets,USD,,2022-07-03,101367000000,us-gaap:Liabilities,USD,,2022-07-03,9963000000,us-gaap:NetIncomeLoss,USD,2022-01-03,2022-07-03,9560000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-03,2022-07-03,-6273000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-03,2022-07-03,-6646000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-03,2022-07-03,2629179895,dei:EntityCommonStockSharesOutstanding,shares,,2022-07-22,,,USD,,
