id,Name,Style,Object,Color,Tone,Composition,Image_Genre
529.0,Etel Adnan,Color Field Painting,"Sun, Hills","Green, Red, Yellow",Bright,Simplified Geometric,Landscape
530.0,Arnold B?cklin,Symbolism,"Centaurs, Human Figures",Earth Tones,Dramatic,Dynamic,Mythological
531.0,Hanne Darboven,Conceptual Art,Text And Images,Neutral,Neutral,Grid Layout,Mixed Media
532.0,Sonya Rapoport,Cyber Art,"Hands, Gestures",Black And White,Neutral,Sequential Arrangement,Mixed Media
533.0,Hiroshi Sugimoto,Conceptual Art,Theater Interior,Black And White,Dark,Symmetrical,Architecture
534.0,Leo Valledor,Hard Edge Painting,Shapes,"Orange, Gray, Yellow",Neutral,Asymmetrical,Abstract
535.0,Keith Allen Haring,Street art,"Text, Abstract Figures",Orange,Bright,"Bold Outlines, Dense Pattern",Mural
536.0,Takashi Murakami,Neo-Pop Art,Smiling Flowers,"Bright Colors (Red, Yellow, Blue)",Bright,Symmetrical,Still Life
537.0,Horace Pippin,Naïve Art (Primitivism),People Around A Table,Earth Tones,Warm,Balanced,Genre Painting
538.0,Jean Philippe Arthur Dubuffet,Tachisme,Rocks,Earth Tones,Neutral,Textured,
539.0,Hans Haacke,Conceptual Art,"People, Ballot Boxes",Black And White,Neutral,Balanced,Installation
540.0,Corita Kent,Pop Art,Painted Industrial Structure,Multicolored,Bright,Central,Cityscape
541.0,Isidore Isou,Lettrism,"Letters, Animals, Buildings",Pink,Bright,Collage-Like Arrangement,Conceptual
542.0,Samuel Bak,Surrealism,"Ruins, Debris",Earth Tones,Dark,"Complex, Layered",Landscape
543.0,Shirin Neshat,Contemporary,Human Arms With Calligraphy And Patterns,Black And White,Neutral,Symmetrical,Abstract
544.0,Aleksander Mikhailovich Rodchenko,Constructivism,"Person, Shadows",Black And White,Dark,Geometric,Street Photography
545.0,Mahmoud Farshchian,Kitsch,Two Dancing Figures,Pastel Tones,Bright,Dynamic,Portrait
546.0,Bracha Lichtenberg Ettinger,New European Painting,,Purple,Dark,Horizontal Layers,
547.0,Tamara ?empicka||Tamara de Lempicka||Maria Górska,Art Deco,Person With A Book,Neutral Tones,Muted,Geometric,Portrait
548.0,Michel Majerus,Neo-Expressionism,,"Pink, Green, Yellow",Bright,"Dynamic, Intersecting Lines",
549.0,Carlos Orozco Romero,Magic Realism,"Mountains, Lake",Blue,Soft,Horizontal,Landscape
550.0,Gustav Metzger,Conceptual Art,Cube With Hole,Brown,Neutral,Symmetrical,Sculpture
551.0,Fu Baoshi,Ink and wash painting,"Power Lines, Hills",Earth Tones,Neutral,Diagonal,Landscape
552.0,Frank Eugene,Pictorialism,"Figure, Cherubs",Sepia,Dark,Central Figure,Portrait
553.0,Sherrie Levine,Abstract Expressionism,Shapes,Beige/Brown,Neutral,Minimalist Arrangement,Non-Representational
554.0,John Hilliard,Conceptual Art,People,Neutral Tones,Soft,Layered,Portrait
555.0,Naum Gabo,Kinetic Art,Geometric Shape,Neutral,Light,Three-Dimensional,Sculpture
556.0,Jorge Pardo,Post-Minimalism,Hanging Lights,Warm Hues,Bright,Asymmetrical,Installation
557.0,Jacqueline Lamba,Surrealism,Clouds,Pastel,Soft,Dynamic Flow,Landscape
558.0,Philip Howard Francis Dixon Evergood,Social Realism,Human Head,Black And White,Neutral,Line Drawing,Portrait
559.0,Sir Antony Mark David Gormley,Post-Minimalism,Human Figures,Neutral,Subdued,Minimalist,Sculpture
560.0,Audrey L. Flack,Photorealism,"Perfume Bottles, Lipstick, Jewelry, Apples, Vases",Various,Bright,Balanced,Still Life
561.0,Camilla L?w,Neo-Minimalism,Triangular Shapes,"Multicolored (Black, Blue, Yellow, Red, White)",Neutral,Asymmetrical,Sculpture
562.0,,Expressionism,Factory Interior,Brown,Neutral,Balanced,Still Life
563.0,Nicolae Tonitza,Expressionism,"Figure, Flower",Warm Colors,Neutral,Centered,Portrait
564.0,Romare Bearden,Neo-Expressionism,"People, Musical Instruments",Red,Bright,Balanced,Genre Painting
565.0,Wu Guanzhong,Ink and wash painting,"Boats, Sea",Black And White,Neutral,Repetitive Pattern,Seascape
566.0,Rita Angus,Regionalism,"Children, Dolls","Green, Red, Blue",Bright,Symmetrical,Portrait
567.0,Michael Heizer,Environmental (Land) Art,Geometric Structures,Earthy Tones,Neutral,Geometric Arrangement,Landscape
568.0,Méret Elisabeth Oppenheim,Surrealism,"Skull, Hand",Black And White,Dark,Side Profile,Portrait
569.0,Jacob Lawrence,Cubism,Person Cooking,Blue,Bright,Geometric,Genre Painting
570.0,Jean Hugo,Surrealism,"People, Bird, Dog",Muted Blue And Gray,Neutral,Asymmetrical,Figurative
571.0,Marino Marini,Expressionism,Human Figure And Animal,Dark,Neutral,Three-Dimensional,Sculpture
572.0,Meta Vaux Warrick Fuller,Impressionism,Figures Of A Person Reading To Children,Earth Tones,Neutral,Grouped Figures In An Interactive Pose,Sculpture
573.0,Edmund Charles Tarbell,Impressionism,"Child, Toy Sailboat, Water",Blue,Bright,"Dynamic, Centered Figure",Genre Painting
574.0,Sir Peter Thomas Blake,Pop Art,"People, Photographs, Magazines",Green,Neutral,Collage-Like Arrangement,Portrait
575.0,Georges Henri Rouault,Expressionism,"People, Houses, Landscape",Blue,Dark,Centralized,Landscape
576.0,Lita Albuquerque,Post-Minimalism,"Architectural Model, Blue Sphere",Beige,Neutral,Symmetrical,Architectural
577.0,Sheikh Mohammed Sultan||SM Sultan,Social Realism,,,,,
578.0,Richard Ernst Eurich,Neo-Romanticism,"Boats, Cliffs, Ocean",Earth Tones,Neutral,Diagonal,Landscape
579.0,Maurizio Cattelan,Conceptual Art,"Canvas, Broom",Neutral Tones,Neutral,"Minimalist, Geometric Arrangement",Still Life
580.0,Frederick Sommer,Surrealism,"Organic Forms, Eyes",Monochrome (Black And White),Neutral,Asymmetrical,Still Life
581.0,Sam Gilliam,Lyrical Abstraction,,Purple,Neutral,Non-Representational,
582.0,Glenn Brown,Abstract Expressionism,Face,"Dark Tones With Accents Of Red, White, And Blue",Dark,Centralized Composition With Swirling Lines And Textures,Portrait
583.0,Isa Genzken,Conceptual Art,Busts On Pedestals,Neutral With Accents Of Turquoise And Red,Neutral,Linear Arrangement,Installation
584.0,Manuel Neri,Neo-Expressionism,Human Figure,Blue And Beige,Neutral,"Upright, Balanced",Sculpture
585.0,Anita Catarina Malfatti,Expressionism,"Lighthouse, Houses",Earth Tones,Bright,Balanced,Landscape
586.0,Arshile Gorky,Abstract Expressionism,,Green,Bright,Dynamic,
587.0,Jiro Yoshihara,Art Informel,Brushstroke,Blue,Dark,Minimalist,Abstract
588.0,Graydon Parrish,Contemporary Realism,Human Figure,Warm Tones,Neutral,Centralized,Portrait
589.0,Red Grooms,Pop Art,"Person With A Guitar, Car, House",Yellow,Bright,Central Figure With Background Elements,Portrait
590.0,Alfred Otto Wolfgang Schulze,Tachisme,,,,,
591.0,Dan Christensen,Color Field Painting,Lines And Curves,Blue,Dark,Vertical With Flowing Lines,Abstract Art
592.0,Rainer Fetting,Neo-Expressionism,Head/Face,Green,Dark,Centralized,Portrait
593.0,Robert Irwin,Light and Space,Light Tubes,Red And White,Bright,Linear Arrangement,Abstract
594.0,John Nelson Shanks,Contemporary Realism,Woman In Formal Attire,Earth Tones,Neutral,Vertical,Portrait
595.0,Jannis Kounellis,Post-Minimalism,Burlap Sacks,Brown,Neutral,Linear Arrangement,Still Life
596.0,Joyce Kozloff,Cartographic Art,"Map, People, Animals",Multicolored,Bright,"Collage-Like, Scattered Elements",Map Art
597.0,Lynda Benglis,Minimalism,Fluid Shape,Red,Neutral,Asymmetrical,Abstract
598.0,Howardena Pindell,Lyrical Abstraction,,Pink,Neutral,Non-Representational,
599.0,Mark Tansey,Contemporary Realism,"People, Door, Window, House","Blue, Red",Dark,Triptych,Narrative
600.0,Nicola Perscheid,,Shepherd And Sheep,Sepia,Dark,Central Focal Point,Genre Art
601.0,Luigi Veronesi,Concretism,"Button, Needles, Thread",Black And White,Neutral,Geometric Arrangement,Still Life
602.0,Lili Ilse Elvenes||Einar Magnus Andreas Wegener,Post-Impressionism,"Cross, River",Blue,Bright,Central Focus,Landscape
603.0,Pushpamala N.,Postcolonial art,Figure Holding A Flag And A Lion,"Warm Tones (Reds, Yellows)",Bright,Central Composition,Portrait
604.0,Neo Rauch,Social Realism,"People, Surreal Elements",Pink,Neutral,Asymmetrical,Figurative
605.0,Ellsworth Kelly,Hard Edge Painting,Geometric Shapes,"Red, Green, Blue",Bright,Geometric,
606.0,Frank Lobdell,Abstract Expressionism,Curved Forms,Brown,Dark,Swirling Lines,Abstract
607.0,Imi Knoebel,Minimalism,Rectangles,Various (Multicolored),Bright,Geometric Arrangement,
608.0,Karl Otto G?tz,Art Informel,Abstract Forms,Pink,Neutral,Dynamic,
609.0,Harmony Hammond,Post-Minimalism,Bag-Like Form With Protruding Elements,Mixed/Predominantly Pale,Neutral,Asymmetrical,Still Life
610.0,Paul Allen Reed,Color Field Painting,Circle,Orange,Bright,Centralized,
611.0,Wen-Ying Tsai,Op Art,Circles,Blue,Neutral,Grid-Like,Geometric
612.0,Pat Lipsky,Lyrical Abstraction,Color Bands,"Blue, Red, Yellow",Bright,Horizontal Bands,
613.0,Giulio Paolini,Conceptual Art,Pillars,White,Neutral,Symmetrical,Installation
614.0,Dominique Gonzalez-Foerster,Conceptual Art,Neon Sign,Red,Bright,Minimalist,Text-Based Art
615.0,Maria Pryimachenko,Naïve Art (Primitivism),"Animal, Plants","Black, Brown, Red",Neutral,Symmetrical,Animal
616.0,Lorna Simpson,Feminist Art,Person With A Cup,Black And White,Neutral,Central Focus,Portrait
617.0,Gebre Kristos Desta||Gebrekristos Desta,Abstract Expressionism,Geometric Shapes,Red,Dark,Dynamic,
618.0,Giulio Cesare Andrea Evola,Abstract Art,"Curved Lines, Abstract Forms","Earth Tones, Green, Yellow",Neutral,"Dynamic, Flowing",Abstract
619.0,Agnes Bernice Martin,Minimalism,Geometric Shapes,Beige,Neutral,Symmetrical,Abstract
620.0,Julian Rossi Ashton,Realism,"Trees, River",Green,Dark,Balanced,Landscape
621.0,Ronald Bladen,Minimalism,Geometric Structures,Black And White,Neutral,Asymmetrical Arrangement,Sculpture
622.0,Paula Rego,Expressionism,"People, Dress",Green,Neutral,Balanced,Genre Scene
623.0,Alexander Bazhbeuk-Melikyan,Expressionism,Reclining Figure,Earth Tones,Dark,Asymmetrical,Genre Painting
624.0,Roy Fox Lichtenstein,Pop Art,Gun,Yellow,Bright,Dynamic,Comic
625.0,Marisol Escobar,Neo-Dada,"Glass Bottle, Ceramic Base",Neutral,Neutral,Central Focus,Still Life
626.0,Ben Shahn,Abstract Expressionism,,"Blue, Red, Green",Dark,Non-Linear,
627.0,Paul Feeley,Color Field Painting,Abstract Shapes,Blue And Yellow,Neutral,Repetitive Pattern,Abstract
628.0,William Eggleston,,"Ceiling, Light Bulb",Red,Dark,Asymmetrical,Still Life
629.0,Luc Tuymans,New European Painting,Geometric Shapes,Grey,Neutral,Minimalist,Still Life
630.0,Ivan Kenneth Eyre,Surrealism,"Silhouette With Scenery, Chair, Mug",Black,Dark,Juxtaposition,Figurative
631.0,Dan Flavin,Minimalism,Neon Lights,"Yellow, Red, Blue",Bright,Geometric Arrangement,Installation
632.0,Houria Niati,Contemporary,Calligraphic Text,Multicolored,Bright,Layered Text,Calligraphy
633.0,Marcel Broodthaers,Conceptual Art,Cabinet Filled With Spheres,White,Neutral,Symmetrical,Still Life
634.0,Nicolas de Sta?l,Lyrical Abstraction,Musicians,Red,Bright,Dynamic,Portrait
635.0,Sigmar Polke,New European Painting,"Heart, Chain",Red,Bright,Layered,Still Life
636.0,Rodrigo Franz?o,Contemporary,Swirls And Geometric Shapes,Blue,Bright,Dynamic,Abstract
637.0,Mary Joan Jay DeFeo,Abstract Expressionism,,Earth Tones,Neutral,Dynamic Flow,
638.0,Lalla A. Essaydi,Contemporary,Person On A Sofa,Earth Tones,Neutral,Triptych,Portrait
639.0,Varnette Patricia Honeywood,Pop Art,Children Playing With A Jump Rope,Multicolored,Bright,Balanced,Genre Scene
640.0,Sōen Nakagawa,Zen,Calligraphic Characters,Black,Neutral,Vertical Emphasis,Abstract
641.0,Allan D'Arcangelo,Pop Art,"Road, Buildings, Trees","White, Blue, Green, Black",Neutral,"Geometric, Minimalistic",Landscape
642.0,Will Barnet,Indian Space painting,Shapes,"Blue, Green, Orange",Neutral,Geometric Arrangement,Abstract
643.0,Lothar Baumgarten,Conceptual Art,Person In A Canoe,Black And White,Neutral,Central Focus,Portrait
644.0,Jürgen Partenheimer,Abstract Expressionism,Rectangles,"Orange, Blue, Purple",Neutral,Minimalist,Still Life
645.0,Willem van Genk,Outsider art,"Political Figures, Text, Symbols",Red,Bright,Collage,Political Satire
646.0,"George Clair Tooker, Jr.",Magic Realism,People In Mirrors,Muted Browns And Grays,Neutral,"Symmetrical, Repetitive",Portrait
647.0,Takao Iijima,Neo-Dada,Abstract Shapes,Rainbow Spectrum,Bright,Dynamic And Flowing,Abstract
648.0,Wolfgang Robert Paalen,Surrealism,"Abstract Figures, Landscape, Moon",Green,Dark,Vertical Emphasis With Central Focus,Landscape
649.0,Josephine Gail Baer,Minimalism,Geometric Shapes,Neutral With Red And Green Accents,Light,Asymmetrical And Minimal,Abstract
650.0,JonOne,Street art,Car,Multicolored,Bright,Central Focus,Still Life
651.0,Paul Cézanne,Post-Impressionism,People Playing Cards,Earth Tones,Neutral,Balanced Grouping,Genre Painting
652.0,Agnes Lawrence Pelton,Precisionism,Abstract Human-Like Figures,Predominantly White And Purple,Neutral,Vertical Arrangement With Central Focus,Figurative
653.0,George Dawe,Neoclassicism,"Military Figure, Uniform",Dark Tones With Earthy Hues,Neutral,Full-Length Portrait With Landscape Background,Portrait
654.0,Ramon Casas i Carbó,Impressionism,Person With A Hat And Pipe,Sepia Tones,Neutral,Centralized,Portrait
655.0,Valentine Hugo,Surrealism,"Box, Butterflies, Flowers, Red Liquid",Dark,Dark,Central Composition With A Focus On Detailed Objects,Still Life
656.0,Thomas Girtin,Romanticism,"Bridge, Buildings, River, People",Sepia,Neutral,"Balanced, With A Central Focus On The Bridge And Buildings",Landscape
657.0,William James Glackens,Impressionism,"Nude Woman, Fruit Bowl, Couch","Warm Tones (Reds, Oranges)",Bright,"Asymmetrical, With The Subject Off-Center",Portrait
658.0,Hishida Shunsō,Nihonga,"Buddha, Followers",Earth Tones,Neutral,Centralized,Religious
659.0,Thomas Stuart Smith,Romanticism,Person Wearing A Red Shawl,Red,Warm,Central Figure,Portrait
660.0,Helen Beatrix Potter,Art Nouveau (Modern),Rabbits,Green,Bright,Narrative Scene,Animal
661.0,Rembrandt Peale,Neoclassicism,Human Figure,Earth Tones,Neutral,Centered,Portrait
662.0,Ivan Grohar,Impressionism,Person Walking,Earth Tones,Soft,Dynamic,Genre Painting
663.0,Victor Elpidiforovich Borisov-Musatov,Post-Impressionism,"Person Seated, Floral Background",Blue,Bright,Centralized Composition,Portrait
664.0,Louis Comfort Tiffany,Art Nouveau (Modern),Floral Form/Vase,Green,Neutral,Symmetrical,Sculpture
665.0,Jean-édouard Vuillard,Japonism,"People, Interior Setting",Green,Muted,"Balanced, With Figures Distributed Across The Canvas",Genre Painting
666.0,Mstislav Valerianovich Dobuzhinsky,Art Nouveau (Modern),"Tree, Building",Earth Tones,Neutral,Balanced With Strong Vertical And Horizontal Lines,Landscape
667.0,David Garshen Bomberg,Constructivism,Human Figures,Pink,Neutral,Dynamic,Figurative
668.0,Samuel Finley Breese Morse,Romanticism,"Figures, Drapery",Earth Tones,Dramatic,Dynamic With Central Focus,Historical
669.0,Silvestro Lega,Realism,Woman,Earth Tones,Neutral,Centralized,Portrait
670.0,James Francis Frank Hurley,,"Soldiers, Barren Trees",Sepia,Dark,"Horizontal, Balanced",Landscape
671.0,Albert Marquet,Divisionism,"Nude Model, Artists",Warm Tones,Bright,Centralized With Background Activity,Figure Painting
672.0,Niko Pirosmani,Naïve Art (Primitivism),"People, Table, Food, Trees",Earth Tones,Bright,Symmetrical,Genre Painting
673.0,Constant Permeke,Expressionism,Stylized Human Heads,Brown,Neutral,Fragmented,Portrait
674.0,Giuseppe Pellizza da Volpedo,Divisionism,"Tree, Landscape","Earth Tones (Brown, Green)",Neutral,Balanced,Landscape
675.0,Nandalal Bose,,Musician Figure With Instrument,Blue,Neutral,"Vertical, Central Figure",Portrait
676.0,Henryk Berlewi,Constructivism,Squares And Rectangles,"Red, Black, Gray",Neutral,Geometric Arrangement,Abstract
677.0,Paul Delaroche,Academicism,"Person, Map, Cannon",Dark,Neutral,Central Composition,Portrait
678.0,Alice Boughton,,Person,Black And White,Dark,Centralized,Portrait
679.0,Katsushika Hokusai,Ukiyo-e,Birds,Beige,Neutral,Line Drawing,Wildlife
680.0,Odilon Redon,Symbolism,Figure,Blue And Yellow,Dark,Vertical,Portrait
681.0,Maurice Utrillo,Post-Impressionism,"People, Trees, Buildings",Earth Tones,Warm,"Loose, Dynamic",Street Scene
682.0,André Derain,Fauvism,"Trees, People, Path","Red, Yellow, Green",Bright,"Dynamic, With Strong Lines And Vibrant Colors",Landscape
683.0,Kay Rasmus Nielsen,Art Nouveau (Modern),"Woman, Moon, Magical Elements",Soft Pastels,Ethereal,Vertical Arrangement With A Central Focus,Fantasy
684.0,John Frederick Lewis,Orientalism,"Camel, People","Earth Tones, Blue",Neutral,Balanced With A Central Focus,Landscape
685.0,Franz Stuck,Symbolism,,,,,
686.0,Henryk Hektor Siemiradzki,Academicism,People In Robes,Earth Tones,Neutral,Linear,Historical
687.0,John William Waterhouse,Romanticism,"Woman, Flowers, Water Lilies",Green,Neutral,Central Composition,Portrait
688.0,Jean Fautrier,Abstract Art,"Trees, Foliage",Dark Blue,Dark,Centralized,Still Life
689.0,Charles Willson Peale,Rococo,"Military Officer, Cannon",Earth Tones,Neutral,Central Figure With Background Elements,Portrait
690.0,Adolf Hirémy-Hirschl,Symbolism,"Ruins, Ethereal Figures",Earth Tones,Dark,Layered Depth,Fantasy
691.0,István Farkas,Expressionism,"Person, Chair, Window",Earth Tones,Dark,Central Figure With Surrounding Elements,Interior Scene
692.0,William Collins,Romanticism,"People, Trees, House",Earth Tones,Warm,Balanced,Genre Painting
693.0,William Hart,Romanticism,"Fields, Trees, Sky",Dark And Earthy Tones,Contrasting (Dark Clouds And Illuminated Fields),Balanced With Horizontal Emphasis,Landscape
694.0,émilie Charmy,Expressionism,Ballerina,Brown,Warm,Central Focus,Portrait
695.0,Roberto Montenegro Nervo,Expressionism,"Woman, Basket, Vase",Earth Tones,Neutral,Balanced,Portrait
696.0,Rosa Bonheur,Realism,"Sheep, Pasture",Green,Neutral,Balanced,Landscape
697.0,Richard Gerstl,Expressionism,Seated Man,Earth Tones,Neutral,Central Composition,Portrait
698.0,Edward Alexander Wadsworth,Cubism,Trees,Green,Neutral,Geometric,Landscape
699.0,David Cox,Romanticism,"Trees, Path, Distant Castle, People",Earth Tones,Neutral,"Balanced, With A Focus On Foreground And Background Contrast",Landscape
700.0,Utagawa Kuniyoshi,Ukiyo-e,"Household Items, Fabric",Red,Neutral,Asymmetrical,Still Life
701.0,Thomas Hill,Romanticism,"Flowers, Fruits, Bird",Warm Tones,Bright,Balanced And Detailed,Still Life
702.0,John Gibson,Neoclassicism,Human Figure,Stone/Beige,Neutral,Three-Dimensional,Sculpture
703.0,Sir Stanley Spencer,Neo-Romanticism,"People, Kitchen Utensils","Earth Tones, Muted Colors",Neutral,Diagonal Composition,Genre Painting
704.0,Nicolae Vermont,Impressionism,People In A Room With A Hookah,Warm Earth Tones,Neutral,Balanced With A Focus On The Foreground Figures,Genre Scene
705.0,Pavel Andreyevich Fedotov,Realism,People In A Domestic Setting,Earth Tones,Dark,Grouped Figures With A Central Focus,Genre Painting
706.0,Newell Convers Wyeth,Realism,Person With A Telescope,Earth Tones,Neutral,Centered Figure,Portrait
707.0,Richard Caton Woodville,Realism,Seated Person,Brown,Neutral,Formal,Portrait
708.0,Tomioka Tessai,Nanga (Bunjinga),"Two Scholars, Landscape",Earth Tones,Neutral,Vertical And Balanced,Portrait
709.0,Lilla Cabot Perry,Impressionism,Two Women In Dresses,Predominantly White And Pastel Colors,Neutral,"Balanced, With Two Figures Centrally Placed",Portrait
710.0,Florine Stettheimer,Naïve Art (Primitivism),"Flowers, People",Bright Primary Colors,Bright,Symmetrical,Still Life
711.0,Vadym Meller,Cubism,Two Dancers,Earth Tones,Neutral,Dynamic,Figurative
712.0,Louise Abbéma,Impressionism,People Playing Croquet,Earth Tones,Bright,Balanced,Genre Scene
713.0,George Benjamin Luks,New Realism,Two Children,Red,Dark,Centralized,Portrait
714.0,Lotz Károly Antal Pál,Romanticism,Seated Woman In A Dress,Soft Beige And Earth Tones,Neutral,Balanced And Centered,Portrait
715.0,Thomas William Tom Roberts,Impressionism,"Boat, Person",Earth Tones,Neutral,Balanced,Landscape
716.0,Walter Crane,Neo-Romanticism,Woman Picking Flowers,Green,Neutral,"Horizontal, Balanced",Landscape
717.0,Edwin Austin Abbey,Romanticism,"People, Table, Flowers",Earth Tones,Warm,Balanced,Genre Painting
718.0,Robert Carpenter Spencer,Impressionism,"Buildings, River, Snow",Blue,Bright,"Horizontal Layers, Balanced",Landscape
719.0,Giorgio de Chirico,Metaphysical art,"Buildings, Statue, Columns",Yellow,Dark,Geometric Perspective,Architectural
720.0,Alexandre Nikolayevich Benois,Art Nouveau (Modern),"Person, Horse, Beach",Golden,Dark,Horizontally Balanced,Landscape
721.0,José María Velasco,Realism,"Mountain, Vegetation",Green,Bright,Balanced,Landscape
722.0,Hilma af Klint,Symbolism,"Circles, Spirals",Soft Pastels,Neutral,Symmetrical,Abstract
723.0,Jean-Auguste-Dominique Ingres,,Seated Person,Neutral Tones With Accents Of Red And Black,Neutral,Frontal Pose With Emphasis On Posture And Attire,Portrait
724.0,Ethel Carrick,Impressionism,"People, Flowers, Trees",Bright Colors,Bright,"Balanced, With A Central Focus",Genre Scene
725.0,Alexander Helwig Wyant,Tonalism,"Trees, Forest",Green,Neutral,"Vertical, Balanced",Landscape
726.0,Nasreddine Dinet,Orientalism,"Woman, Flowers",Dark,Dark,"Centralized Figure, Vertical Orientation",Portrait
727.0,élisabeth Louise Vigée Le Brun,Neoclassicism,Woman With A Vase,Earth Tones,Neutral,Balanced,Portrait
728.0,Alfred émile Léopold Stevens,Realism,"Bathtub, Person, Book",Muted Earth Tones,Neutral,"Horizontal, Centered",Portrait
729.0,Hale Aspacio Woodruff,Abstract Art,Geometric Shapes,Earth Tones,Neutral,Asymmetrical,Abstract
730.0,Eduard Theodor Ritter von Grützner,Romanticism,Man With A Pipe And A Drink,Brown,Dark,Centered,Portrait
731.0,Peder Severin Kr?yer,Impressionism,"Two People, Deck Chairs, Knitting, Wine Bottle, Basket",Light Pastels,Bright,"Balanced, Informal",Genre Painting
732.0,Mary Stevenson Cassatt,Impressionism,"Two Women, Fan, Gloves","Warm Tones (Browns, Reds, And Whites)",Neutral To Warm,Diagonal Composition With A Focus On The Interaction Between The Two Women,Portrait
733.0,Marsden Hartley,Abstract Art,"Flags, Geometric Shapes",Red,Bright,Collage-Like Arrangement,Still Life
734.0,Paul Gustave Louis Christophe Doré,Romanticism,"Soldiers, Horses, Weapons",Black And White (Monochrome),Dark,"Dense, Chaotic, Dynamic",Historical
735.0,Leon Dabo,Impressionism,"Tree, Hills",Green,Soft,Vertical Emphasis,Landscape
736.0,Thomas Wilmer Dewing,Tonalism,"Women, Musical Instrument (Harp)",Green,Dark,Linear Arrangement,Figurative
737.0,Kanae Yamamoto,Sōsaku hanga,"Village, Hills, Two Cows",Earth Tones,Neutral,Horizontal Layering,Landscape
738.0,Edmund Dulac,Art Nouveau (Modern),Fairy Godmother And Young Woman,Blue,Dark,Centralized Figures,Fairy Tale
739.0,Francis Joseph O'Meara,Impressionism,"Woman, Water, Gate",Earth Tones,Neutral,Balanced,Portrait
740.0,Hasui Kawase,Shin-hanga,"Huts, Trees, River, Boat","Earth Tones, Greens, Blues",Neutral,"Horizontal, Balanced",Landscape
741.0,Knut Magnus Enckell,Realism,Bowl Of Fruit,Green,Neutral,Centered,Still Life
742.0,Charles Ephraim Burchfield,Expressionism,"Plants, Abstract Forms","Earth Tones, Greens, Yellows",Dark,Dynamic,Landscape
743.0,William Michael Harnett,Realism,"Violin, Sheet Music, Flute",Brown,Neutral,Illusionistic Arrangement,Still Life
744.0,Charles Marion Russell,Romanticism,Horses,Earth Tones,Neutral,"Dynamic, With A Central Focus On The Fighting Horses",Animal
745.0,William Newenham Montague Orpen,Post-Impressionism,Person With A Fishing Rod,Earth Tones,Neutral,Central Composition,Portrait
746.0,Kitagawa Utamaro,Ukiyo-e,Two People,Red And Black,Neutral,Balanced,Portrait
747.0,Léon Bakst,Art Nouveau (Modern),Dancer,Earth Tones,Warm,Dynamic,Portrait
748.0,Maxfield Parrish,Neoclassicism,"Two People, Large Vases","Warm Tones (Golden, Brown)",Warm,Symmetrical,Portrait
749.0,Théodore Chassériau,Orientalism,Horse And Riders,Earth Tones,Bright,Dynamic Arrangement,Portrait
750.0,Julius Mordecai Pincas,Expressionism,Seated Person,Red,Neutral,Centralized Composition,Portrait
751.0,John Frederick Kensett,Luminism,"River, Hills, Trees",Earth Tones,Neutral,Balanced,Landscape
752.0,Frederick Carl Frieseke,Impressionism,"Woman, Mirror",Blue,Bright,Centered,Interior Scene
753.0,Philipp Otto Runge,Romanticism,"Infant, Landscape",Earth Tones,Warm,Balanced,Portrait
754.0,Abbott Handerson Thayer,Realism,Angelic Figure,Blue,Soft,Central Figure,Portrait
755.0,Margaret Macdonald Mackintosh,Art Nouveau (Modern),Flowers,Dark Tones With Pops Of Muted Colors,Dark,Asymmetrical,Still Life
756.0,Utagawa Toyokuni,Ukiyo-e,Person Riding A Frog,Earth Tones,Neutral,Dynamic,Mythological
757.0,Anders Leonard Zorn,Art Nouveau (Modern),Woman Seated,Warm Tones (Orange And Gold),Bright,Centered Figure,Portrait
758.0,Maynard Dixon,Impressionism,Mountains,"Earth Tones, Blue",Neutral,Simplified Forms And Lines,Landscape
759.0,Albert Bierstadt,Luminism,"River, Trees, Hills",Earth Tones,Dark,Horizontal,Landscape
760.0,Olga Vladimirovna Rozanova,Suprematism,Geometric Forms,"Multicolored (Blue, Orange, Pink, Yellow, Green)",Bright,Asymmetrical,Abstract
761.0,Boris Mikhaylovich Kustodiev,Art Nouveau (Modern),"Woman, Samovar, Table With Fruit",Bright Colors,Bright,Balanced,Portrait
762.0,Clarice Cliff,Art Deco,Vase,Orange,Bright,Asymmetrical,Still Life
763.0,Tarsila do Amaral,Naïve Art (Primitivism),"Moon, Clouds, Landscape",Blue,Dark,Curvilinear,Landscape
764.0,"Joseph, Baron Ducreux",Rococo,Person,Monochrome (Sepia Tone),Neutral,Centered,Portrait
765.0,édouard De Bièfve,Romanticism,"Reclining Figure, Cushions",Monochrome (Black And White),Neutral,Horizontal Layout,Portrait
766.0,Anna Ancher,Impressionism,"Cross, Two Figures",Earth Tones,Somber,Symmetrical,Figurative
767.0,Zinaida Yevgenyevna Serebriakova,Art Nouveau (Modern),"Children, Playing Cards, Card House, Doll",Predominantly Dark Tones With Some Bright Colors,Neutral,"Group Composition, Central Focus On The Card House",Genre Painting
768.0,Elenore Plaisted Abbott,Romanticism,Woman And Dragon,Muted Earth Tones,Dark,"Curvilinear, Centered",Fantasy
769.0,Fedor Grigoryevich Solntsev,Romanticism,Two Figures In Traditional Attire,Blue And Red,Neutral,"Centered, Symmetrical",Portrait
770.0,Frederick Horsman Varley,Expressionism,"Rocks, Smoke, River",Earth Tones,Neutral,Balanced,Landscape
771.0,Martin Johnson Heade,Luminism,"Haystacks, Fields",Green,Neutral,Horizontal,Landscape
