pdf_filename,paper_name,author,institute,topic,uses_knowledge_graph,reasoning_depth,baseline,retrieval_method,generator_model,uses_reranker,data_modality,evaluation_dataset,evaluation_metric,application_domain,use_agent,agent_framework,performance_on_hotpotqa,performance_on_NQ,multi_turn_retrieval,baseline_amount
2411.19710v1_Know-Your-RAG-Dataset-Taxonomy-and-Generation-Strategies-for-Evaluating-RAG-Systems.pdf,Know Your RAG: Dataset Taxonomy and Generation Strategies for Evaluating RAG Systems,Rafael Teixeira de Lima; Shubham Gupta; Cesar Berrospi; Lokesh Mishra; Michele Dolfi; Peter Staar; Panagiotis Vagenas,IBM Research Paris-Saclay; IBM Research Zurich,Retrieval-Augmented Generation,No,single-hop,simple prompt strategy; Ragas,Hybrid Retrieval; Dense Retrieval,Llama-3-70b; Flan-T5-large; kaist-ai/prometheus-8x7b-v2,Yes,Text,HotpotQA; MS MARCO; NaturalQ; NewsQA; PubMedQA; SQuAD2,Recall@5; Stand Alone; Question Specificity; Question-Context Grounding; Answer-Context Grounding,General; Academic,No,null,null,Inclusive Recall@5: 0.686; reasoning Recall@5: 0.690; fact_single Recall@5: 0.705; summary Recall@5: 0.719,No,2
2412.01572v4_MBA-RAG-a-Bandit-Approach-for-Adaptive-Retrieval-Augmented-Generation-through-Question-Complexity.pdf,MBA-RAG: a Bandit Approach for Adaptive Retrieval-Augmented Generation through Question Complexity,Xiaqiang Tang; Qiang Gao; Jian Li; Nan Du; Qi Li; Sihong Xie,The Hong Kong University of Science and Technology (Guangzhou); Tencent Hunyuan; Wuhan University; Iowa State University,Retrieval-Augmented Generation,No,single-hop,No-Retrieval; Adaptive-Retrieval; Self-RAG; DRAGIN; SEAKR; Adaptive-RAG,Sparse Retrieval,FLAN-T5-XL,No,Text,SQuAD v1.1; Natural Questions; TriviaQA; MuSiQue; HotpotQA; 2WikiMultiHopQA,EM; F1; Acc; Step,General,Yes,Other,"MBA-RAG (DistilBert) - EM: 40.60, F1: 52.44, Acc: 42.60, Step: 2.25; MBA-RAG (T5-Large) - EM: 42.00, F1: 53.30, Acc: 44.30, Step: 2.70",EM: 37.80; F1: 47.50; Acc: 44.60; Step: 1.23,Yes,6
2412.02262v1_Composing-Open-domain-Vision-with-RAG-for-Ocean-Monitoring-and-Conservation.pdf,Composing Open-domain Vision with RAG for Ocean Monitoring and Conservation,Sepand Dyanatkar; Angran Li; Alexander Dungate,OnDeck Fisheries AI,Retrieval-Augmented Generation,No,single-hop,InceptionV3,Dense Retrieval,LLaVA 1.5,No,Image; Text,Fishnet dataset,Accuracy; Top-1; Top-2; Top-3; Precision; Recall,Other,No,null,null,null,No,1
2412.06832v2_SLA-Management-in-Reconfigurable-Multi-Agent-RAG-A-Systems-Approach-to-Question-Answering.pdf,SLA Management in Reconfigurable Multi-Agent RAG: A Systems Approach to Question Answering,Michael Iannelli; Sneha Kuchipudi; Vera Dvorak,"Yext, Inc.",Retrieval-Augmented Generation,Yes,single-hop,Thresholding (control),Hybrid Retrieval,GPT-4,Yes,Text,"A custom dataset of ~600 directly answerable queries from various industries (retail, finance, etc.)",Recall; Precision; F1; Hallucination Rate; Incongruent Response Rate,General; Finance; Legal; Medical,Yes,Multi-Agent Collaboration,null,null,No,1
2412.12775v1_RemoteRAG-A-Privacy-Preserving-LLM-Cloud-RAG-Service.pdf,RemoteRAG: A Privacy-Preserving LLM Cloud RAG Service,Yihang Cheng; Lan Zhang; Junyang Wang; Mu Yuan; Yunhao Yao,University of Science and Technology of China; The Chinese University of Hong Kong,Retrieval-Augmented Generation,No,single-hop,privacy-ignorant service; privacy-conscious service,Dense Retrieval,null,No,Text,MS MARCO,SacreBLEU; recall; running time; transmission size,General,No,null,null,null,No,2
2412.13799v1_Enhancing-Rhetorical-Figure-Annotation-An-Ontology-Based-Web-Application-with-RAG-Integration.pdf,"Enhancing Rhetorical Figure Annotation: An Ontology-Based Web
 Application with RAG Integration"," Ramona Kühn, Jelena Mitrovi´c, Michael Granitzer",University of Passau 2Institute for AI Research and Development of Serbia,Retrieval-Augmented Generation,No,single-hop,null,Dense Retrieval,gpt-3.5-turbo,Yes,Text,CQS,"Faithfulness,Context precision,Context recall,Answer relevancy, Answercorrectness,Answer(semantic)similarity",General,No,null,null,null,No,0
2412.13988v1_RAG-for-Effective-Supply-Chain-Security-Questionnaire-Automation.pdf,RAG for Effective Supply Chain Security Questionnaire Automation,Zaynab Batool Reza; Abdul Rafay Syed; Omer Iqbal; Ethel Mensah; Qian Liu; Maxx Richard Rahman; Wolfgang Maass,"Saarland University, Germany; German Research Center for Artificial Intelligence (DFKI)",Retrieval-Augmented Generation,No,single-hop,SLOBE,Dense Retrieval,LlaMa 3; Mistral Instruct,Yes,Text; Table; Image,IT-Grundschutz Compendium,BertScore; METEOR; Context Precision; Context Recall; Faithfulness; Answer Relevancy,Other,No,null,null,null,No,1
2412.14191v1_Ontology-Aware-RAG-for-Improved-Question-Answering-in-Cybersecurity-Education.pdf,Ontology-Aware RAG for Improved Question-Answering in Cybersecurity Education,Chengshuai Zhao; Garima Agrawal; Tharindu Kumarage; Zhen Tan; Yuli Deng; Ying-Chih Chen; Huan Liu,"School of Computing and Augmented Intelligence, Arizona State University, USA; Mary Lou Fulton Teachers College, Arizona State University, USA",Retrieval-Augmented Generation,Yes,single-hop,Zero Shot,Dense Retrieval,LLaMA3-8B-Instruct,No,Text,CyberQ; AISecKG,BERTScore; METEOR; ROUGE-1; ROUGE-2; Faithfulness; Answer Relevancy; Context Precision; Context Recall; Context Entity Recall,Education; Academic,No,null,null,null,No,1
2412.18295v2_Pirates-of-the-RAG-Adaptively-Attacking-LLMs-to-Leak-Knowledge-Bases.pdf,Pirates of the RAG: Adaptively Attacking LLMs to Leak Knowledge Bases,Christian Di Maio; Cristian Cosci; Marco Maggini; Valentina Poggioni; Stefano Melacci,"University of Pisa, Italy; University of Siena, Italy; University of Perugia, Italy",Retrieval-Augmented Generation,No,single-hop,TGTB; PIDE; DGEA; RThief; GPTGEN; DGEA*; RThief*,Dense Retrieval,LLama 3.1 8B; Phi-3.5 mini; LLama 3.2 3B; LLaMA 3.2 1B; GPT-4o-mini,No,Text,ChatDoctor; Mini-Wikipedia; Mini-BioASQ,Navigation Coverage (Nav); Leaked Knowledge (LK); Leaked Chunks (LC); Unique Leaked Chunks (ULC); Attack Query Generation Time (Gs),Medical; Education; Academic,Yes,Other,null,null,No,7
2412.19291v2_RAG-with-Differential-Privacy.pdf,RAG with Differential Privacy,Nicolas Grislain,null,Retrieval-Augmented Generation,No,single-hop,null,Dense Retrieval,null,No,Text,sarus-tech/medical_dirichlet_phi3,Accuracy,Medical,No,null,null,null,No,0
2412.21023v2_EdgeRAG-Online-Indexed-RAG-for-Edge-Devices.pdf,EdgeRAG: Online-Indexed RAG for Edge Devices,Korakit Seemakhupt; Sihang Liu; Samira Khan,University of Virginia; University of Waterloo; Google,Retrieval-Augmented Generation,No,single-hop,Flat index; IVF,Dense Retrieval,Sheared LLaMA-2.7B,No,Text,scidocs; fiqa; quora; nq; hotpotqa; fever,Precision; Recall; Generation Quality Score; Time-to-First-Token (TTFT),General,No,null,null,null,No,2
2501.02173v1_The-Efficiency-vs-Accuracy-Trade-off-Optimizing-RAG-Enhanced-LLM-Recommender-Systems-Using-Multi-Hea.pdf,The Efficiency vs. Accuracy Trade-off: Optimizing RAG-Enhanced LLM Recommender Systems Using Multi-Head Early Exit,Huixue Zhou; Hengrui Gu; Xi Liu; Kaixiong Zhou; Mingfu Liang; Yongkang Xiao; Srinivas Govindan; Piyush Chawla; Jiyan Yang; Xiangfei Meng; Huayu Li; Buyun Zhang; Liang Luo; Wen-Yen Chen; Yiping Han; Bo Long; Rui Zhang; Tianlong Chen,Meta Platforms; University of Minnesota; NCSU; UNC at Chapel Hill,Retrieval-Augmented Generation,No,single-hop,DeepFM; DIN; SIM; GRU4Rec; TALLRec; LLM-retriever,Graph-based Retrieval,Vicuna-7B,No,Text,BookCrossing; Amazon Beauty; Amazon video games,AUC; RPS,General,No,null,null,null,No,6
2501.02727v1_Tree-based-RAG-Agent-Recommendation-System-A-Case-Study-in-Medical-Test-Data.pdf,A Tree-based RAG-Agent Recommendation System: A Case Study in Medical Test Data,Yahe Yang; Chengyue Huang,George Washington University; University of Iowa,Retrieval-Augmented Generation,No,multi-hop,Traditional Vector Similarity (TVS); Flat-RAG,Dense Retrieval,GPT-O1,Yes,Text,"custom clinical dataset comprising 125,000 outpatient visits",Coverage Rate (CR); Accuracy; Miss Rate (MR); Clinical Relevance Score (CRS),Medical,Yes,Other,null,null,Yes,2
2501.04652v2_Multi-task-retriever-fine-tuning-for-domain-specific-and-efficient-RAG.pdf,Multi-task retriever fine-tuning for domain-specific and efficient RAG,Patrice Bechard; Orlando Marquez Ayala,"ServiceNow Montreal, Canada",Retrieval-Augmented Generation,No,single-hop,BM25; mE5-Small; mE5-Base; mE5-Large; mE5-Large-Instruct; mGTE-Base; GTE-Qwen2-1.5B-Instruct; GTE-Qwen2-7B-Instruct; GritLM-7B; E5-Mistral-7B-Instruct,Dense Retrieval; Sparse Retrieval,null,No,Text; Code,Internal OOD splits; Translated development set; Internal workflow retrieval set,Recall@K,Other; Other; Finance,No,null,null,null,Yes,10
2501.05554v1_LLMQuoter-Enhancing-RAG-Capabilities-Through-Efficient-Quote-Extraction-From-Large-Contexts.pdf,LLMQuoter: Enhancing RAG Capabilities Through Efficient Quote Extraction From Large Contexts,Yuri Fac¸anha Bezerra; Li Weigang,"TransLab, University of Brasilia",Retrieval-Augmented Generation,No,multi-hop,LLAMA 1B (full context); LLAMA 3B (full context); GPT-3.5 Turbo (full context); RAFT (LLaMA2-7B); LLaMA2-7B+Full Context,Other,LLAMA 3.2:1B; LLAMA 3.2:3B; GPT-3.5 Turbo,No,Text,HotpotQA,Recall; Precision; F1-Score; Semantic Accuracy; Accuracy,General,No,null,LLAMA1B Accuracy: 62.2%; LLAMA 3B Accuracy: 83.0%; GPT-3.5 Turbo Accuracy: 88.5%,null,No,5
2501.06468v1_First-Token-Probability-Guided-RAG-for-Telecom-Question-Answering.pdf,First Token Probability Guided RAG for Telecom Question Answering,Tingwei Chen; Jiayi Chen; Zijian Zhao; Haolong Chen; Liang Zhang; Guangxu Zhu,"Shenzhen Research Institute of Big Data, Shenzhen, China; School of Science and Engineering, The Chinese University of Hong Kong (Shenzhen), Shenzhen, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",Retrieval-Augmented Generation,No,single-hop,Without RAG,Dense Retrieval,Phi-2,No,Text,ITU AI/ML in 5G Challenge dataset,Accuracy,Other,No,null,null,null,Yes,1
2501.10534v1_4bit-Quantization-in-Vector-Embedding-for-RAG.pdf,4bit-Quantization in Vector-Embedding for RAG,Taehee Jeong,San Jose State University,Retrieval-Augmented Generation,No,single-hop,32-bit floating-point; HNSW; Product-quantization,Dense Retrieval,,No,Text,dbpedia-openai-1M-1536-angular; sts-metb; str-2022; SICK,RMSE; Accuracy; Pearson correlation coefficient,General,No,null,null,null,No,3
2501.10734v1_GEC-RAG-Improving-Generative-Error-Correction-via-Retrieval-Augmented-Generation-for-Automatic-Speec.pdf,GEC-RAG: Improving Generative Error Correction via Retrieval-Augmented Generation for Automatic Speech Recognition Systems,Amin Robatian; Mohammad Hajipour; Mohammad Reza Peyghan; Fatemeh Rajabi; Sajjad Amini; Shahrokh Ghaemmaghami; Iman Gholampour,"Sharif University of Technology, Tehran, Iran; Amirkabir University of Technology, Tehran, Iran",Retrieval-Augmented Generation,No,single-hop,ASR Baseline; Vanilla LLM,Sparse Retrieval,GPT-4o,No,Audio; Text,CommonVoice-v19,WER,General,No,null,null,null,No,2
2501.13880v1_A-RAG-Based-Institutional-Assistant.pdf,A RAG-Based Institutional Assistant,Gustavo Kuratomi; Paulo Pirozelli; Fabio G. Cozman; Sarajane M. Peres,"Escola Politecnica; Instituto de Estudos Avanc¸ados; Escola de Artes, Ciencias e Humanidades; Universidade de Sao Paulo",Retrieval-Augmented Generation,No,single-hop,BM25; random baseline; LLM without retrieval,Dense Retrieval; Sparse Retrieval,GPT-3.5-turbo; Llama-3-8B-Instruct; Mixtral-8X7B-Instruct; Sabia-2-medium,No,Text,Custom USP QA dataset,Top-k; F1-score; Cosine Similarity; LLM-based evaluation,Education,No,null,null,null,No,3
2501.15290v1_Advanced-Real-Time-Fraud-Detection-Using-RAG-Based-LLMs.pdf,Advanced Real-Time Fraud Detection Using RAG-Based LLMs,Gurjot Singh; Prabhjot Singh; Maninder Singh,"University of Waterloo, Canada; Thapar Institute of Engineering and Technology, India",Retrieval-Augmented Generation,No,single-hop,BERT; Simple LLM Untrained,Dense Retrieval,null,No,Audio; Text,Synthetic call recordings,Accuracy; Precision; Recall; F1 Score,Finance,Yes,Other,null,null,No,2
2501.16276v1_URAG-Implementing-a-Unified-Hybrid-RAG-for-Precise-Answers-in-University-Admission-Chatbots-A-Cas.pdf,URAG: Implementing a Unified Hybrid RAG for Precise Answers in University Admission Chatbots – A Case Study at HCMUT,Long Nguyen; Tho Quan,"URA Research Group, Faculty of Computer Science and Engineering, Ho Chi Minh City University of Technology (HCMUT), Ho Chi Minh City, Vietnam; Vietnam National University Ho Chi Minh City, Ho Chi Minh City, Vietnam",Retrieval-Augmented Generation,No,single-hop,GPT-4o; Claude 3.5 Sonnet; Gemini 1.5 Pro,Dense Retrieval,ura-hcmut/ura-llama-7b,No,Text,In-house dataset of 500 university admission questions,Accuracy,Education,No,null,null,null,No,3
2502.03948v1_Enhancing-Online-Learning-Efficiency-Through-Heterogeneous-Resource-Integration-with-a-Multi-Agent-R.pdf,Enhancing-Online-Learning-Efficiency-Through-Heterogeneous-Resource-Integration-with-a-Multi-Agent-R, Devansh Srivastav； Hasan Md Tusfiqur Alam；Afsaneh Asaei；Mahmoud Fazeli；Tanisha Sharma；Daniel Sonntag," German Research Center for Artificial Intelligence (DFKI)；Digital Product School of
 UnternehmerTUM (Center for
 Innovation and Business Creation at
 Technical University of Munich)； CROWDCONSULTANTS；Microsoft",Retrieval-Augmented Generation,No,single-hop,null,Hybrid Retrieval,null,No,"Text,Image",null,PU，PEU,Education,No,null,null,null,Yes,0
2502.08356v3_Systematic-Knowledge-Injection-into-Large-Language-Models-via-Diverse-Augmentation-for-Domain-Specif.pdf,Systematic Knowledge Injection into Large Language Models via Diverse Augmentation for Domain-Specific RAG,Kushagra Bhushan; Yatin Nandwani; Dinesh Khandelwal; Sonam Gupta; Gaurav Pandey; Dinesh Raghu; Sachindra Joshi,IIT(ISM) Dhanbad; IBM Research,Retrieval-Augmented Generation,No,single-hop,Base+RAG; DSF; DSF+RAG; RAFT(p*); CA-RAFT(p*),Dense Retrieval,Mistral-7B-Instruct-v0.2; LLaMA-2-7B-Chat; LLaMA-2-13B-Chat,No,Text,MMLU; GSM8k; Hellaswag; TruthfulQA; CLAPNQ,Recall; Mixtral-J; LLaMA-J; Reg. Score,General,No,null,null,null,No,5
2502.09073v1_Enhancing-RAG-with-Active-Learning-on-Conversation-Records-Reject-Incapables-and-Answer-Capables.pdf,Enhancing RAG with Active Learning on Conversation Records: Reject Incapables and Answer Capables,Xuzhao Geng; Haozhao Wang; Jun Wang; Wei Liu; Ruixuan Li,,Retrieval-Augmented Generation,No,single-hop,"Random; Entropy; Coreset; BLEUVar; Naive IDDS; IDBS_prompt; IDDS_q,r combined",Sparse Retrieval,Llama-2-7B-chat,No,Text,RAGTruth,Rejection Rate (RR); ROUGE-L; ROUGE-1; ROUGE-2; BERTScore,General,No,null,null,null,No,7
2502.10596v2_Post-training-an-LLM-for-RAG-Train-on-Self-Generated-Demonstrations.pdf,Post-training an LLM for RAG? Train on Self-Generated Demonstrations,Matthew Finlayson; Ilia Kulikov; Daniel M. Bikel; Barlas Oguz; Xilun Chen; Aasish Pappu,"University of Southern California; Meta, Inc.",Retrieval-Augmented Generation,No,multi-hop,Llama-3-Instruct (reference model); IT (instruction tuning); RA-IT (retrieval-augmented instruction-tuning),Dense Retrieval,Llama-3-8B-Instruct; Llama-3-70B-Instruct,No,Text,PSR (Pushshift.io Reddit); FEVER; HPQA (HotPotQA); MMLU; NQ (NaturalQuestions); TQA (Trivia QA); T-REx; WoW (Wizard of Wikipedia); zsRE,Precision; Recall; F1; Accuracy,General,No,null,8B SD-RA-IT F1: 73.0; 8B SD-RA-IT DPO F1: 75.9; 70B SD-RA-IT F1: 74.6; 70B SD-RA-IT DPO F1: 70.3,"8B SD-RA-IT (Accuracy: 66.7, Precision: 73.8, Recall: 84.7, F1: 78.9); 8B SD-RA-IT DPO (Accuracy: 67.0, Precision: 76.4, Recall: 86.4, F1: 81.1); 70B SD-RA-IT (Accuracy: 67.0, Precision: 77.4, Recall: 84.2, F1: 80.6); 70B SD-RA-IT DPO (Accuracy: 70.3, Precision: 75.0, Recall: 88.1, F1: 81.0)",No,3
2502.10950v2_SpeechT-RAG-Reliable-Depression-Detection-in-LLMs-with-Retrieval-Augmented-Generation-Using-Speech-T.pdf,SpeechT-RAG: Reliable Depression Detection in LLMs with Retrieval-Augmented Generation Using Speech Timing Information,Xiangyu Zhang; Hexin Liu; Qiquan Zhang; Beena Ahmed; Julien Epps,The University of New South Wales; Nanyang Technological University,Retrieval-Augmented Generation,No,single-hop,Wav2Vec 2.0; HuBERT; WavLM; Zero-shot; Fine-tune; Text-RAG; PWLM; MCDP,Dense Retrieval; Other,Llama2-7B; Llama2-13B; Llama2-7B Chat; Llama2-13B Chat; Llama3-8B; Llama3-8B-Instruct,No,Audio; Text,DAIC-WOZ,F1; ECE,Medical,No,null,null,null,No,8
2502.11175v4_Investigating-Language-Preference-of-Multilingual-RAG-Systems.pdf,Investigating Language Preference of Multilingual RAG Systems,Jeonghyun Park; Hwanhee Lee,"Department of Artificial Intelligence, Chung-Ang University, Seoul, Korea",Retrieval-Augmented Generation,No,single-hop,Bergen,Dense Retrieval,aya-expanse-8b; qwen 2.5-7B Instruct; Phi-4 14B; Llama-3.1-8B-Instruct; GPT-4o-mini,Yes,Text,MKQA; Natural Questions; KILT NQ,MultiLingualRankShift (MLRS); character 3-gram recall; embedding similarity,General,No,,,,No,1
2502.11228v2_Vendi-RAG-Adaptively-Trading-Off-Diversity-And-Quality-Significantly-Improves-Retrieval-Augmented-Ge.pdf,Vendi-RAG: Adaptively Trading-Off Diversity And Quality Significantly Improves Retrieval Augmented Generation With LLMs,Mohammad R. Rezaei; Adji Bousso Dieng,"Institute of Biomedical Engineering, University of Toronto; Department of Computer Science, Princeton University; Vertaix",Retrieval-Augmented Generation,No,multi-hop,No Retrieval; Single-step Approach; Adaptive Retrieval; LightRAG; Adaptive-RAG; Self-RAG; Adaptive Retrieval with MMR; Graph-RAG; FiD-Reranker,Hybrid Retrieval,GPT-3.5; GPT-4; GPT-4o-mini; GPT-4o,No,Text,HotpotQA; MuSiQue; 2WikiMultiHopQA,EM; F1; Acc; VS; MPD,General,Yes,Other,EM: 42.2; F1: 57.0; Acc: 58.4,,Yes,9
2502.15005v1_A-Socratic-RAG-Approach-to-Connect-Natural-Language-Queries-on-Research-Topics-with-Knowledge-Organi.pdf,A Socratic RAG Approach to Connect Natural Language Queries on Research Topics with Knowledge Organization Systems,Lew Lefton; Kexin Rong; Chinar Dankhara; Lila Ghemri; Firdous Kausar; A. Hannibal Hamdallahi,Georgia Institute of Technology; Texas Southern University; Fisk University,Retrieval-Augmented Generation,Yes,multi-hop,,Dense Retrieval,,Yes,Text,,,Academic,Yes,Other,,,Yes,0
2502.17506v3_RAG-Enhanced-Collaborative-LLM-Agents-for-Drug-Discovery.pdf,RAG-Enhanced Collaborative LLM Agents for Drug Discovery,Namkyeong Lee; Edward De Brouwer; Ehsan Hajiramezanali; Tommaso Biancalani; Chanyoung Park; Gabriele Scalia,KAIST; Genentech,Retrieval-Augmented Generation,Yes,multi-hop,GraphMVP; MoleculeSTM; GPT-4o mini; GPT-4o; Galactica 125M; Galactica 1.3B; Galactica 6.7B; Only SMILES; MolT5; LlasMol; BioT5; GIMLET,Hybrid Retrieval,GPT-4o mini; Llama3.3-70b; DeepSeek-V3,No,Text,Drug Repurposing Hub; DrugBank; STITCH v5.0; BBBP; Sider; ClinTox; BACE; hERG; DILI; Skin; MLSMR Mtb,Precision; AUROC; Macro-F1,Medical,Yes,Multi-Agent Collaboration,,,No,12
2502.20188v1_Bisecting-K-Means-in-RAG-for-Enhancing-Question-Answering-Tasks-Performance-in-Telecommunications.pdf,Bisecting K-Means in RAG for Enhancing Question-Answering Tasks Performance in Telecommunications,Pedro Sousa; Cláudio Klautau Mello; Frank B. Morte; Luis F. Solis Navarro,"Federal University of Pará, Institute of Technology, Belém, Brazil †State University of Campinas, Institute of Computing, Campinas, Brazil",Retrieval-Augmented Generation,No,single-hop,base phi-2 model,Dense Retrieval,phi-2; gemma-2-2b; Phi-3-4k-instruct,No,Text,TeleQnA,Accuracy,Other,No,,,,No,1
2503.01713v3_SAGE-A-Framework-of-Precise-Retrieval-for-RAG.pdf,SAGE: A Framework of Precise Retrieval for RAG,Jintao Zhang; Guoliang Li; Jinyang Su,Department of Computer Science Tsinghua University,Retrieval-Augmented Generation,No,single-hop,Naive RAG; Title+Abstract; BM25+BERT; Recursively Summarizing Books; CoLISA; BiDAF; Longformer-base; DPR+DeBERTaV3-large; RAPTOR+GPT-4; BM25; DPR; SBERT; OpenAI Embedding,Dense Retrieval; Sparse Retrieval,GPT3.5 turbo; GPT-4; GPT4-o-mini; UnifiedQA-3B,Yes,Text,QuALITY; QASPER; NarrativeQA; Trival QA,Accuracy; F1-Match; ROUGE; BLEU-1; BLEU-4; METEOR,General; Academic,No,,,,Yes,13
2503.04388v2_More-Documents-Same-Length-Isolating-the-Challenge-of-Multiple-Documents-in-RAG.pdf,"More Documents, Same Length: Isolating the Challenge of Multiple Documents in RAG",Shahar Levy; Nir Mazor; Lihi Shalmon; Michael Hassid; Gabriel Stanovsky,"School of Computer Science and Engineering The Hebrew University of Jerusalem, Jerusalem, Israel",Retrieval-Augmented Generation,No,multi-hop,,Dense Retrieval,Llama-3.3 70B; Llama 3.2 3B; Qwen2.5 7B; Qwen2.5 72B; Gemma2 9B; Gemma2 27B; GPT-4o; GPT-4o-mini,No,Text,MuSiQue; 2WikiMultiHopQA,F1,General,No,,,,No,0
2503.08398v1_OpenRAG-Optimizing-RAG-End-to-End-via-In-Context-Retrieval-Learning.pdf,OpenRAG: Optimizing RAG End-to-End via In-Context Retrieval Learning,Jiawei Zhou; Lei Chen,Hong Kong University of Science and Technology,Retrieval-Augmented Generation,No,single-hop,Contriever; E5-unsup; DPRMS; SiDRMS; DPRNQ; SiDRNQ; DPRTQA; SiDRTQA; ContrieverMS; E5; Best-of-8; E5 + 8B-Instruct; E5 + 70B; RePlug; Self-RAG; Llama3-Instruct8B; Phi-3-mini-4k-instruct3.8B; Mistral-Instruct7B,Sparse Retrieval,Llama3-8b; Llama3-Instruct8B; Phi-3-mini-4k-instruct3.8B; Mistral-Instruct7B,Yes,Text,Natural Questions (NQ); TriviaQA (TQA); PubHealth; ARC-Challenge (ARC-C),Accuracy,General; Academic,No,,,Accuracy 1-doc: 44.1; Accuracy 10-doc: 44.7,No,18
2503.12663v1_Logic-RAG-Augmenting-Large-Multimodal-Models-with-Visual-Spatial-Knowledge-for-Road-Scene-Understand.pdf,Logic-RAG: Augmenting Large Multimodal Models with Visual-Spatial Knowledge for Road Scene Understanding,Imran Kabir; Md Alimoor Reza; Syed Billah,,Retrieval-Augmented Generation,No,multi-hop,GPT-4V; Claude 3.5,Other,GPT-4V; Claude 3.5,No,Image; Text,CARLA (synthetic); KITTI,Accuracy; F1,Other,No,,,,No,2
2503.13514v1_RAG-KG-IL-A-Multi-Agent-Hybrid-Framework-for-Reducing-Hallucinations-and-Enhancing-LLM-Reasoning-thr.pdf,RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration,Hong Qing Yu; Frank McQuade,University of Derby; Bloc Digital,Retrieval-Augmented Generation,Yes,multi-hop,GPT-4o; RAG-only,Hybrid Retrieval,GPT-4o,No,Text,UK NHS A-Z disease contents,Hallucination Count; Incompleteness Count,Medical,Yes,Multi-Agent Collaboration,,,No,2
2503.13563v1_MES-RAG-Bringing-Multi-modal-Entity-Storage-and-Secure-Enhancements-to-RAG.pdf,"MES-RAG: Bringing Multi-modal, Entity-Storage, and Secure Enhancements to RAG",Pingyu Wu; Daiheng Gao; Jing Tang; Huimin Chen; Wenbo Zhou; Weiming Zhang; Nenghai Vu,USTC; Hefei ZhikeShuzi; Eliza Labs; HUST; Independent Researcher,Retrieval-Augmented Generation,No,single-hop,Direct; DSP; Self-RAG; ReAct; Self-Ask,Dense Retrieval,GPT-4o,No,Text; Image; Audio,Custom Vehicle Dataset,Accuracy; Recall@1; Recall@5,General,Yes,Other,,,Yes,5
2503.16071v1_Tuning-LLMs-by-RAG-Principles-Towards-LLM-native-Memory.pdf,Tuning LLMs by RAG Principles: Towards LLM-native Memory,Jiale Wei; Shuchi Wu; Ruochen Liu; Xiang Ying; Jingbo Shang; Fangbo Tao,Mindverse.ai,Retrieval-Augmented Generation,Yes,multi-hop,VanillaRAG; GraphRAG; Long-Context LLM; Normal SFT,Dense Retrieval; Graph-based Retrieval,GPT-4o-mini; Gemini-1.5-pro-001; Qwen-2-7B-instruct,Yes,Text,News articles; Podcast transcripts; Journaling; MMLU; GSM8K; HumanEval,Helpful; Rich; Insightful; User-Friendly; winning rate,General,No,,,,No,4
2503.20757v2_MCTS-RAG-Enhancing-Retrieval-Augmented-Generation-with-Monte-Carlo-Tree-Search.pdf,MCTS-RAG: Enhancing Retrieval-Augmented Generation with Monte Carlo Tree Search,Yunhai Hu; Yilun Zhao; Chen Zhao; Arman Cohan,Yale University; New York University,Retrieval-Augmented Generation,No,multi-hop,CoT; GPT-40; Qwen2.5-72B; rStar; Standard RAG; ReAct; Self-Ask; Self-RAG; FLARE; ReARTeR; Iter-RetGen; Search-O1; AutoRAG; TC-RAG; RAG-Star; IterDRAG; DeepRAG,Web Search; Dense Retrieval,Qwen2.5-7B; Llama 3.1-8B,No,Text,ComplexWebQA; GPQA; FoolMeTwice,Accuracy; Token Cost; Latency,General; Academic,Yes,Other,,,Yes,17
2504.00180v1_Contradiction-Detection-in-RAG-Systems-Evaluating-LLMs-as-Context-Validators-for-Improved-Informatio.pdf,Contradiction Detection in RAG Systems: Evaluating LLMs as Context Validators for Improved Information Consistency,Vignesh Gokul; Srikanth Tenneti; Alwarappan Nakkiran,Amazon,Retrieval-Augmented Generation,No,multi-hop,,other,Claude-3 Sonnet; Llama-3.3 70B; Claude-3 Haiku; Llama-3.1 8B,No,Text,HotpotQA,Accuracy; Precision; Recall; F1; Macro F1; Jaccard,General,No,,Conflict Detection (Claude-3 Sonnet + CoT) - Accuracy: 0.710; Precision: 0.951; Recall: 0.566; F1: 0.710,,No,0
2504.01018v2_Self-Routing-RAG-Binding-Selective-Retrieval-with-Knowledge-Verbalization.pdf,Self-Routing RAG: Binding Selective Retrieval with Knowledge Verbalization,Di Wu; Jia-Chen Gu; Kai-Wei Chang; Nanyun Peng,"University of California, Los Angeles",Retrieval-Augmented Generation,No,single-hop,Always RAG; GenRead; Selective RAG,Dense Retrieval,Llama2-7B-Chat; Phi-3.5-Mini-Instruct; Qwen2.5-7B-Instruct,No,Text,PopQA; TriviaQA; PubHealth; ARC Challenge,Accuracy; substring matching; AUROC,General,No,,,,No,3
